"Year","Age","Female","Male","Total"
1837,"0",3315,4376,7691
1837,"1",865.94,963.7,1829.64
1837,"2",582.06,657.3,1239.36
1837,"3",366.21,387.87,754.08
1837,"4",242.79,236.13,478.92
1837,"5",202,199.12,401.12
1837,"6",180.12,184.3,364.42
1837,"7",161.22,168.55,329.77
1837,"8",145.29,151.84,297.13
1837,"9",132.36,134.19,266.55
1837,"10",122.01,116.34,238.35
1837,"11",112.68,101.21,213.89
1837,"12",103.98,89.54,193.52
1837,"13",95.9,81.34,177.24
1837,"14",88.44,76.59,165.03
1837,"15",81.86,74.89,156.75
1837,"16",77.09,74.57,151.66
1837,"17",74.35,75.23,149.58
1837,"18",73.67,76.86,150.53
1837,"19",75.03,79.45,154.48
1837,"20",77.99,82.65,160.64
1837,"21",80.75,84.92,165.67
1837,"22",82.85,85.9,168.75
1837,"23",84.31,85.58,169.89
1837,"24",85.1,83.95,169.05
1837,"25",85.31,81.42,166.73
1837,"26",85.21,79.45,164.66
1837,"27",84.85,78.45,163.3
1837,"28",84.24,78.39,162.63
1837,"29",83.38,79.3,162.68
1837,"30",82.47,81.07,163.54
1837,"31",82.34,83.38,165.72
1837,"32",83.21,86.15,169.36
1837,"33",85.06,89.37,174.43
1837,"34",87.91,93.03,180.94
1837,"35",91.35,96.87,188.22
1837,"36",93.83,99.72,193.55
1837,"37",94.95,101.27,196.22
1837,"38",94.72,101.57,196.29
1837,"39",93.15,100.58,193.73
1837,"40",90.48,98.71,189.19
1837,"41",87.84,97.55,185.39
1837,"42",85.5,97.49,182.99
1837,"43",83.46,98.54,182
1837,"44",81.72,100.7,182.42
1837,"45",80.43,103.65,184.08
1837,"46",80.25,106.17,186.42
1837,"47",81.33,107.94,189.27
1837,"48",83.68,108.98,192.66
1837,"49",87.32,109.26,196.58
1837,"50",91.84,109.16,201
1837,"51",95.78,110.09,205.87
1837,"52",98.75,112.41,211.16
1837,"53",100.78,116.12,216.9
1837,"54",101.84,121.22,223.06
1837,"55",102.3,127.24,229.54
1837,"56",103.48,132.37,235.85
1837,"57",105.73,136.15,241.88
1837,"58",109.05,138.58,247.63
1837,"59",113.45,139.66,253.11
1837,"60",118.71,139.76,258.47
1837,"61",124.06,140.34,264.4
1837,"62",129.31,141.75,271.06
1837,"63",134.45,144.02,278.47
1837,"64",139.48,147.13,286.61
1837,"65",144.16,150.77,294.93
1837,"66",147.58,153.6,301.18
1837,"67",149.5,155.32,304.82
1837,"68",149.92,155.92,305.84
1837,"69",148.83,155.4,304.23
1837,"70",146.63,153.75,300.38
1837,"71",144.87,150.89,295.76
1837,"72",143.96,146.82,290.78
1837,"73",143.89,141.52,285.41
1837,"74",144.64,135.01,279.65
1837,"75",145.75,127.63,273.38
1837,"76",145.21,120.81,266.02
1837,"77",142.54,114.89,257.43
1837,"78",137.73,109.88,247.61
1837,"79",130.78,105.78,236.56
1837,"80",121.98,102.17,224.15
1837,"81",112.44,97.27,209.71
1837,"82",102.45,90.69,193.14
1837,"83",92.01,82.42,174.43
1837,"84",81.11,72.44,153.55
1837,"85",69.95,61.21,131.16
1837,"86",59.33,50.48,109.81
1837,"87",49.45,40.67,90.12
1837,"88",40.33,31.79,72.12
1837,"89",31.94,23.84,55.78
1837,"90",24.38,16.9,41.28
1837,"91",17.96,11.27,29.23
1837,"92",12.78,7.02,19.8
1837,"93",8.81,4.15,12.96
1837,"94",6.07,2.66,8.73
1837,"95",4.39,2.31,6.7
1837,"96",3.14,2.12,5.26
1837,"97",2.14,1.87,4.01
1837,"98",1.41,1.55,2.96
1837,"99",0.92,1.15,2.07
1837,"100",0.66,0.72,1.38
1837,"101",0.49,0.29,0.78
1837,"102",0.35,0,0.35
1837,"103",0.27,0,0.27
1837,"104",0.24,0,0.24
1837,"105",0.24,0,0.24
1837,"106",0.24,0,0.24
1837,"107",0.22,0,0.22
1837,"108",0.18,0,0.18
1837,"109",0.12,0,0.12
1837,"110",0,0,0
1838,"0",3516,4338,7854
1838,"1",730.55,807.61,1538.16
1838,"2",502.45,564.39,1066.84
1838,"3",285.01,297.57,582.58
1838,"4",163.99,149.43,313.42
1838,"5",140.81,129.15,269.96
1838,"6",135.47,131.16,266.63
1838,"7",127.97,129.09,257.06
1838,"8",118.3,122.92,241.22
1838,"9",106.46,112.68,219.14
1838,"10",93.34,99.42,192.76
1838,"11",82.51,87.54,170.05
1838,"12",74.84,78.14,152.98
1838,"13",70.33,71.19,141.52
1838,"14",68.99,66.72,135.71
1838,"15",70.21,64.62,134.83
1838,"16",71.57,64.51,136.08
1838,"17",72.47,66.3,138.77
1838,"18",72.89,70,142.89
1838,"19",72.86,75.59,148.45
1838,"20",72.52,82.4,154.92
1838,"21",72.54,87.74,160.28
1838,"22",73.08,90.95,164.03
1838,"23",74.14,92,166.14
1838,"24",75.71,90.9,166.61
1838,"25",77.71,88.14,165.85
1838,"26",79.73,85.63,165.36
1838,"27",81.67,83.87,165.54
1838,"28",83.55,82.83,166.38
1838,"29",85.34,82.53,167.87
1838,"30",87.09,83.09,170.18
1838,"31",88.94,84.99,173.93
1838,"32",90.88,88.35,179.23
1838,"33",92.95,93.15,186.1
1838,"34",95.14,99.43,194.57
1838,"35",97.29,106.4,203.69
1838,"36",98.87,111.06,209.93
1838,"37",99.72,112.66,212.38
1838,"38",99.85,111.2,211.05
1838,"39",99.27,106.67,205.94
1838,"40",98.03,100.09,198.12
1838,"41",96.47,95.47,191.94
1838,"42",94.65,93.83,188.48
1838,"43",92.58,95.16,187.74
1838,"44",90.26,99.45,189.71
1838,"45",87.88,105.91,193.79
1838,"46",86.12,111.27,197.39
1838,"47",85.18,114.71,199.89
1838,"48",85.06,116.24,201.3
1838,"49",85.76,115.85,201.61
1838,"50",87.24,114.14,201.38
1838,"51",89.38,113.45,202.83
1838,"52",92.16,114.39,206.55
1838,"53",95.59,116.93,212.52
1838,"54",99.64,121.1,220.74
1838,"55",104.26,126.45,230.71
1838,"56",109.09,131.28,240.37
1838,"57",114.06,135.15,249.21
1838,"58",119.17,138.07,257.24
1838,"59",124.42,140.05,264.47
1838,"60",129.7,141.36,271.06
1838,"61",134.63,143.13,277.76
1838,"62",139.07,145.65,284.72
1838,"63",143.05,148.92,291.97
1838,"64",146.55,152.94,299.49
1838,"65",149.67,157.19,306.86
1838,"66",152.67,159.68,312.35
1838,"67",155.64,159.88,315.52
1838,"68",158.56,157.8,316.36
1838,"69",161.46,153.43,314.89
1838,"70",164.14,147.4,311.54
1838,"71",165.84,142.07,307.91
1838,"72",166.37,138.08,304.45
1838,"73",165.73,135.4,301.13
1838,"74",163.93,134.06,297.99
1838,"75",161.01,133.56,294.57
1838,"76",157.22,131.96,289.18
1838,"77",152.61,128.78,281.39
1838,"78",147.19,124.02,271.21
1838,"79",140.96,117.7,258.66
1838,"80",133.87,109.93,243.8
1838,"81",125.77,101.35,227.12
1838,"82",116.64,92.08,208.72
1838,"83",106.47,82.13,188.6
1838,"84",95.26,71.51,166.77
1838,"85",83.29,60.47,143.76
1838,"86",71.64,50.1,121.74
1838,"87",60.6,40.66,101.26
1838,"88",50.16,32.16,82.32
1838,"89",40.31,24.6,64.91
1838,"90",31.21,18.02,49.23
1838,"91",23.43,12.65,36.08
1838,"92",17.13,8.54,25.67
1838,"93",12.3,5.69,17.99
1838,"94",8.94,4.09,13.03
1838,"95",6.84,3.53,10.37
1838,"96",5.18,3.13,8.31
1838,"97",3.77,2.67,6.44
1838,"98",2.58,2.13,4.71
1838,"99",1.62,1.54,3.16
1838,"100",0.9,0.91,1.81
1838,"101",0.1,0.09,0.19
1838,"102",0,0,0
1838,"103",0,0,0
1838,"104",0,0,0
1838,"105",0.04,0,0.04
1838,"106",0.19,0,0.19
1838,"107",0.27,0,0.27
1838,"108",0.28,0,0.28
1838,"109",0.22,0,0.22
1838,"110",0,0,0
1839,"0",3104,3992,7096
1839,"1",643.33,692.84,1336.17
1839,"2",443.67,483.17,926.84
1839,"3",252.34,258.06,510.4
1839,"4",140.66,131.94,272.6
1839,"5",110.67,111.65,222.32
1839,"6",99.1,110.31,209.41
1839,"7",90.17,106.18,196.35
1839,"8",83.87,99.28,183.15
1839,"9",80.19,89.58,169.77
1839,"10",78.67,78.03,156.7
1839,"11",77.38,68.29,145.67
1839,"12",75.85,61.27,137.12
1839,"13",74.07,56.99,131.06
1839,"14",72.04,55.43,127.47
1839,"15",70.01,56.48,126.49
1839,"16",68.92,59.6,128.52
1839,"17",69.02,64.66,133.68
1839,"18",70.3,71.66,141.96
1839,"19",72.76,80.6,153.36
1839,"20",76.09,90.45,166.54
1839,"21",79.04,97.03,176.07
1839,"22",81.29,99.31,180.6
1839,"23",82.86,97.27,180.13
1839,"24",83.72,90.94,174.66
1839,"25",84.01,81.58,165.59
1839,"26",84.19,74.32,158.51
1839,"27",84.39,70.43,154.82
1839,"28",84.6,69.91,154.51
1839,"29",84.82,72.76,157.58
1839,"30",85.21,78.38,163.59
1839,"31",86.38,84.25,170.63
1839,"32",88.47,89.76,178.23
1839,"33",91.5,94.91,186.41
1839,"34",95.44,99.7,195.14
1839,"35",99.82,103.91,203.73
1839,"36",102.6,106.64,209.24
1839,"37",103.29,107.69,210.98
1839,"38",101.89,107.05,208.94
1839,"39",98.39,104.72,203.11
1839,"40",93.45,101.3,194.75
1839,"41",89.63,99.16,188.79
1839,"42",87.62,98.91,186.53
1839,"43",87.38,100.56,187.94
1839,"44",88.93,104.08,193.01
1839,"45",91.83,108.91,200.74
1839,"46",94.34,112.68,207.02
1839,"47",96.03,114.83,210.86
1839,"48",96.88,115.35,212.23
1839,"49",96.92,114.23,211.15
1839,"50",96.47,112.09,208.56
1839,"51",96.96,111.34,208.3
1839,"52",98.72,112.59,211.31
1839,"53",101.76,115.86,217.62
1839,"54",106.09,121.13,227.22
1839,"55",111.54,128.03,239.57
1839,"56",117.55,135,252.55
1839,"57",123.99,141.7,265.69
1839,"58",130.83,148.09,278.92
1839,"59",138.09,154.19,292.28
1839,"60",145.45,159.9,305.35
1839,"61",151.68,164.78,316.46
1839,"62",156.45,168.72,325.17
1839,"63",159.77,171.75,331.52
1839,"64",161.64,173.85,335.49
1839,"65",162.6,175,337.6
1839,"66",164.81,175.12,339.93
1839,"67",168.81,174.23,343.04
1839,"68",174.59,172.3,346.89
1839,"69",182.17,169.35,351.52
1839,"70",190.57,165.65,356.22
1839,"71",195.9,162.39,358.29
1839,"72",197.22,159.87,357.09
1839,"73",194.52,158.07,352.59
1839,"74",187.79,157.02,344.81
1839,"75",177.9,156.25,334.15
1839,"76",168.25,153.98,322.23
1839,"77",159.7,149.75,309.45
1839,"78",152.25,143.57,295.82
1839,"79",145.9,135.45,281.35
1839,"80",140.2,125.63,265.83
1839,"81",133.43,115.17,248.6
1839,"82",125.13,104.37,229.5
1839,"83",115.3,93.19,208.49
1839,"84",103.94,81.65,185.59
1839,"85",91.4,69.92,161.32
1839,"86",79.06,58.69,137.75
1839,"87",67.26,48.13,115.39
1839,"88",56,38.24,94.24
1839,"89",45.29,29.02,74.31
1839,"90",35.29,20.65,55.94
1839,"91",26.73,13.81,40.54
1839,"92",19.78,8.69,28.47
1839,"93",14.46,5.27,19.73
1839,"94",10.74,3.57,14.31
1839,"95",8.41,3.27,11.68
1839,"96",6.56,3.11,9.67
1839,"97",4.95,2.77,7.72
1839,"98",3.59,2.27,5.86
1839,"99",2.49,1.6,4.09
1839,"100",1.61,0,1.61
1839,"101",0.92,0,0.92
1839,"102",0.42,0,0.42
1839,"103",0.06,0,0.06
1839,"104",0,0,0
1839,"105",0,0,0
1839,"106",0,0,0
1839,"107",0,0,0
1839,"108",0,0,0
1839,"109",0,0,0
1839,"110",0,0,0
1840,"0",2930,3606,6536
1840,"1",623.83,647.36,1271.19
1840,"2",419.17,445.63,864.8
1840,"3",270.59,256.42,527.01
1840,"4",176.4,144.58,320.98
1840,"5",128.74,111.29,240.03
1840,"6",97.94,96.29,194.23
1840,"7",76.57,84.55,161.12
1840,"8",64.63,76.06,140.69
1840,"9",62.12,70.82,132.94
1840,"10",67.17,68.27,135.44
1840,"11",72.3,66.21,138.51
1840,"12",75.61,64.07,139.68
1840,"13",77.11,61.86,138.97
1840,"14",76.82,59.57,136.39
1840,"15",75.17,57.56,132.73
1840,"16",73.98,57.24,131.22
1840,"17",73.69,58.96,132.65
1840,"18",74.32,62.72,137.04
1840,"19",75.86,68.52,144.38
1840,"20",77.96,75.57,153.53
1840,"21",79.25,80.7,159.95
1840,"22",79.36,83.12,162.48
1840,"23",78.31,82.82,161.13
1840,"24",76.11,79.81,155.92
1840,"25",73.21,74.89,148.1
1840,"26",71.56,71.35,142.91
1840,"27",71.66,70.01,141.67
1840,"28",73.49,70.86,144.35
1840,"29",77.07,73.89,150.96
1840,"30",81.91,78.66,160.57
1840,"31",86.13,83.26,169.39
1840,"32",89.29,87.23,176.52
1840,"33",91.34,90.58,181.92
1840,"34",92.33,93.29,185.62
1840,"35",92.34,95.35,187.69
1840,"36",91.86,96.71,188.57
1840,"37",90.98,97.33,188.31
1840,"38",89.72,97.22,186.94
1840,"39",88.09,96.37,184.46
1840,"40",86.24,95.14,181.38
1840,"41",84.97,94.87,179.84
1840,"42",84.44,95.9,180.34
1840,"43",84.68,98.23,182.91
1840,"44",85.66,101.87,187.53
1840,"45",87.24,106.38,193.62
1840,"46",88.75,110.05,198.8
1840,"47",90.03,112.47,202.5
1840,"48",91.08,113.61,204.69
1840,"49",91.89,113.49,205.38
1840,"50",92.63,112.55,205.18
1840,"51",93.87,112.57,206.44
1840,"52",95.75,113.99,209.74
1840,"53",98.28,116.82,215.1
1840,"54",101.47,121.06,222.53
1840,"55",105.33,126.51,231.84
1840,"56",109.91,132.46,242.37
1840,"57",115.25,138.7,253.95
1840,"58",121.34,145.24,266.58
1840,"59",128.17,152.1,280.27
1840,"60",135.34,158.8,294.14
1840,"61",141.2,163.52,304.72
1840,"62",145.33,165.82,311.15
1840,"63",147.72,165.7,313.42
1840,"64",148.39,163.15,311.54
1840,"65",147.96,158.81,306.77
1840,"66",148.95,155.22,304.17
1840,"67",151.97,153.01,304.98
1840,"68",157.01,152.2,309.21
1840,"69",164.12,152.76,316.88
1840,"70",172.28,154.21,326.49
1840,"71",177.68,154.48,332.16
1840,"72",179.34,153.08,332.42
1840,"73",177.26,149.99,327.25
1840,"74",171.45,145.24,316.69
1840,"75",162.66,139.11,301.77
1840,"76",153.97,132.82,286.79
1840,"77",146.14,126.66,272.8
1840,"78",139.17,120.65,259.82
1840,"79",133.06,114.77,247.83
1840,"80",127.47,108.75,236.22
1840,"81",121.08,101.44,222.52
1840,"82",113.55,92.57,206.12
1840,"83",104.86,82.12,186.98
1840,"84",95.03,70.11,165.14
1840,"85",84.24,57.15,141.39
1840,"86",73.14,45.61,118.75
1840,"87",61.92,36.14,98.06
1840,"88",50.58,28.72,79.3
1840,"89",39.12,23.36,62.48
1840,"90",27.96,19.73,47.69
1840,"91",18.82,16.54,35.36
1840,"92",12.14,13.48,25.62
1840,"93",7.93,10.54,18.47
1840,"94",6.16,7.71,13.87
1840,"95",6.35,5.1,11.45
1840,"96",6.56,2.98,9.54
1840,"97",6.28,1.43,7.71
1840,"98",5.53,0.45,5.98
1840,"99",4.28,0.04,4.32
1840,"100",2.7,0.09,2.79
1840,"101",1.29,0.2,1.49
1840,"102",0,0.25,0.25
1840,"103",0,0.25,0.25
1840,"104",0,0.2,0.2
1840,"105",0,0,0
1840,"106",0,0,0
1840,"107",0,0,0
1840,"108",0,0,0
1840,"109",0,0,0
1840,"110",0,0,0
1841,"0",3167,3953,7120
1841,"1",767.95,785.16,1553.11
1841,"2",520.05,544.84,1064.89
1841,"3",322.61,300.44,623.05
1841,"4",202.39,159.56,361.95
1841,"5",153.26,127.34,280.6
1841,"6",123.9,116.72,240.62
1841,"7",101.47,105.95,207.42
1841,"8",85.96,95.03,180.99
1841,"9",77.41,83.96,161.37
1841,"10",74.69,73.21,147.9
1841,"11",73.45,64.74,138.19
1841,"12",72.61,59.04,131.65
1841,"13",72.16,56.09,128.25
1841,"14",72.11,55.91,128.02
1841,"15",72.49,58.21,130.7
1841,"16",73.44,61.95,135.39
1841,"17",74.99,66.84,141.83
1841,"18",77.15,72.9,150.05
1841,"19",79.92,80.1,160.02
1841,"20",82.96,87.64,170.6
1841,"21",84.96,92.16,177.12
1841,"22",85.57,92.85,178.42
1841,"23",84.82,89.68,174.5
1841,"24",82.68,82.67,165.35
1841,"25",79.65,72.94,152.59
1841,"26",77.63,64.98,142.61
1841,"27",77.11,59.91,137.02
1841,"28",78.08,57.72,135.8
1841,"29",80.53,58.43,138.96
1841,"30",84.12,61.57,145.69
1841,"31",87.32,65.28,152.6
1841,"32",89.76,69.1,158.86
1841,"33",91.44,73.01,164.45
1841,"34",92.36,77.05,169.41
1841,"35",92.54,81,173.54
1841,"36",92.03,84.12,176.15
1841,"37",90.87,86.22,177.09
1841,"38",89.03,87.31,176.34
1841,"39",86.53,87.37,173.9
1841,"40",83.68,86.76,170.44
1841,"41",81.82,86.95,168.77
1841,"42",81.28,88.26,169.54
1841,"43",82.06,90.72,172.78
1841,"44",84.15,94.31,178.46
1841,"45",87.22,98.63,185.85
1841,"46",89.96,102.09,192.05
1841,"47",92.05,104.28,196.33
1841,"48",93.49,105.18,198.67
1841,"49",94.27,104.82,199.09
1841,"50",94.6,103.51,198.11
1841,"51",95.31,102.61,197.92
1841,"52",96.61,102.46,199.07
1841,"53",98.5,103.04,201.54
1841,"54",100.98,104.38,205.36
1841,"55",104.13,106.7,210.83
1841,"56",108.28,110.96,219.24
1841,"57",113.51,117.42,230.93
1841,"58",119.83,126.04,245.87
1841,"59",127.24,136.86,264.1
1841,"60",135.15,148.61,283.76
1841,"61",141.3,156.31,297.61
1841,"62",145.13,158.7,303.83
1841,"63",146.63,155.79,302.42
1841,"64",145.8,147.58,293.38
1841,"65",143.55,135.98,279.53
1841,"66",143.49,128.63,272.12
1841,"67",146.51,127.44,273.95
1841,"68",152.62,132.41,285.03
1841,"69",161.84,143.54,305.38
1841,"70",172.62,158.59,331.21
1841,"71",178.92,168.58,347.5
1841,"72",179.2,171.3,350.5
1841,"73",173.49,166.71,340.2
1841,"74",161.77,154.83,316.6
1841,"75",145.84,137.51,283.35
1841,"76",132.87,122.19,255.06
1841,"77",124.65,110.74,235.39
1841,"78",121.18,103.15,224.33
1841,"79",122.46,99.41,221.87
1841,"80",126.88,98.44,225.32
1841,"81",128.03,95.84,223.87
1841,"82",124.29,90.52,214.81
1841,"83",115.65,82.48,198.13
1841,"84",102.14,71.72,173.86
1841,"85",84.91,58.96,143.87
1841,"86",68.68,47.03,115.71
1841,"87",54.63,36.65,91.28
1841,"88",42.74,27.82,70.56
1841,"89",33.04,20.53,53.57
1841,"90",25.36,14.73,40.09
1841,"91",19.1,10.12,29.22
1841,"92",14.12,6.66,20.78
1841,"93",10.43,4.33,14.76
1841,"94",8,3.15,11.15
1841,"95",6.65,2.89,9.54
1841,"96",5.56,2.75,8.31
1841,"97",4.54,2.49,7.03
1841,"98",3.58,2.15,5.73
1841,"99",2.67,1.72,4.39
1841,"100",1.84,1.21,3.05
1841,"101",1.16,0.79,1.95
1841,"102",0.63,0.49,1.12
1841,"103",0.28,0.29,0.57
1841,"104",0.08,0.21,0.29
1841,"105",0,0.22,0.22
1841,"106",0,0.23,0.23
1841,"107",0,0.22,0.22
1841,"108",0,0.19,0.19
1841,"109",0,0.13,0.13
1841,"110",0,0,0
1842,"0",3166,4194,7360
1842,"1",706.55,789.09,1495.64
1842,"2",471.44,546.92,1018.36
1842,"3",306.34,300.69,607.03
1842,"4",210.65,162.31,372.96
1842,"5",173.27,136.68,309.95
1842,"6",150.3,131.45,281.75
1842,"7",130.76,123.51,254.27
1842,"8",114.66,112.86,227.52
1842,"9",102.02,99.5,201.52
1842,"10",92.59,84.6,177.19
1842,"11",85.49,72.77,158.26
1842,"12",80.49,65.18,145.67
1842,"13",77.6,61.8,139.4
1842,"14",76.82,62.66,139.48
1842,"15",77.75,67.14,144.89
1842,"16",78.82,72.84,151.66
1842,"17",79.65,79.18,158.83
1842,"18",80.22,86.14,166.36
1842,"19",80.55,93.71,174.26
1842,"20",80.69,101.16,181.85
1842,"21",80.85,105.43,186.28
1842,"22",81.11,105.75,186.86
1842,"23",81.45,102.12,183.57
1842,"24",81.89,94.55,176.44
1842,"25",82.41,84.15,166.56
1842,"26",83.02,75.41,158.43
1842,"27",83.71,69.43,153.14
1842,"28",84.49,66.23,150.72
1842,"29",85.37,65.79,151.16
1842,"30",86.35,67.69,154.04
1842,"31",87.64,70.17,157.81
1842,"32",89.27,72.84,162.11
1842,"33",91.22,75.66,166.88
1842,"34",93.52,78.64,172.16
1842,"35",95.93,81.63,177.56
1842,"36",97.61,83.95,181.56
1842,"37",98.34,85.43,183.77
1842,"38",98.13,86.08,184.21
1842,"39",96.98,85.9,182.88
1842,"40",95.09,85.26,180.35
1842,"41",93.37,85.69,179.06
1842,"42",92.02,87.56,179.58
1842,"43",91.05,90.87,181.92
1842,"44",90.46,95.62,186.08
1842,"45",90.09,101.26,191.35
1842,"46",89.36,105.53,194.89
1842,"47",88.11,107.91,196.02
1842,"48",86.35,108.37,194.72
1842,"49",84.08,106.92,191
1842,"50",81.71,104.14,185.85
1842,"51",80.84,102.34,183.18
1842,"52",81.88,102.06,183.94
1842,"53",84.84,103.33,188.17
1842,"54",89.73,106.13,195.86
1842,"55",96.32,110.32,206.64
1842,"56",103.79,115.21,219
1842,"57",111.93,120.65,232.58
1842,"58",120.74,126.64,247.38
1842,"59",130.23,133.18,263.41
1842,"60",139.78,139.88,279.66
1842,"61",147.02,145.2,292.22
1842,"62",151.33,148.76,300.09
1842,"63",152.71,150.56,303.27
1842,"64",151.17,150.59,301.76
1842,"65",147.77,149.34,297.11
1842,"66",146.79,148.59,295.38
1842,"67",149.31,148.82,298.13
1842,"68",155.31,150.03,305.34
1842,"69",164.81,152.22,317.03
1842,"70",176.36,154.89,331.25
1842,"71",184.22,156.01,340.23
1842,"72",186.94,155.06,342
1842,"73",184.52,152.05,336.57
1842,"74",176.96,146.99,323.95
1842,"75",165.42,140.26,305.68
1842,"76",154.57,133.49,288.06
1842,"77",145.55,127.05,272.6
1842,"78",138.39,120.96,259.35
1842,"79",133.05,115.22,248.27
1842,"80",128.95,109.54,238.49
1842,"81",123.62,102.75,226.37
1842,"82",116.45,94.59,211.04
1842,"83",107.43,85.03,192.46
1842,"84",96.55,74.09,170.64
1842,"85",84.26,62.21,146.47
1842,"86",72.19,51.2,123.39
1842,"87",60.76,41.49,102.25
1842,"88",49.97,33.09,83.06
1842,"89",39.81,26.01,65.82
1842,"90",30.47,20.18,50.65
1842,"91",22.64,15.29,37.93
1842,"92",16.51,11.31,27.82
1842,"93",12.07,8.22,20.29
1842,"94",9.31,6.01,15.32
1842,"95",7.96,4.58,12.54
1842,"96",6.84,3.43,10.27
1842,"97",5.66,2.44,8.1
1842,"98",4.42,1.61,6.03
1842,"99",3.13,0.94,4.07
1842,"100",1.84,0,1.84
1842,"101",0.16,0,0.16
1842,"102",0,0,0
1842,"103",0,0,0
1842,"104",0,0,0
1842,"105",0,0.04,0.04
1842,"106",0,0.19,0.19
1842,"107",0,0.27,0.27
1842,"108",0,0.28,0.28
1842,"109",0,0.22,0.22
1842,"110",0,0,0
1843,"0",3314,4020,7334
1843,"1",576.34,627.93,1204.27
1843,"2",389.65,432.08,821.73
1843,"3",237.66,243.88,481.54
1843,"4",153.34,140.12,293.46
1843,"5",132.23,122.2,254.43
1843,"6",123.47,118.94,242.41
1843,"7",114.36,112.53,226.89
1843,"8",104.88,103,207.88
1843,"9",95.05,90.33,185.38
1843,"10",85.42,75.7,161.12
1843,"11",78.22,63.82,142.04
1843,"12",74.01,55.87,129.88
1843,"13",72.79,51.85,124.64
1843,"14",74.56,51.75,126.31
1843,"15",78.58,55.07,133.65
1843,"16",81.92,59.76,141.68
1843,"17",83.82,65.33,149.15
1843,"18",84.3,71.77,156.07
1843,"19",83.36,79.07,162.43
1843,"20",81.36,86.48,167.84
1843,"21",79.83,91,170.83
1843,"22",79.15,91.86,171.01
1843,"23",79.32,89.06,168.38
1843,"24",80.33,82.61,162.94
1843,"25",81.98,73.51,155.49
1843,"26",83.36,65.83,149.19
1843,"27",84.28,60.57,144.85
1843,"28",84.71,57.74,142.45
1843,"29",84.67,57.33,142
1843,"30",84.3,59.1,143.4
1843,"31",84.17,62.03,146.2
1843,"32",84.42,65.88,150.3
1843,"33",85.05,70.65,155.7
1843,"34",86.06,76.33,162.39
1843,"35",87.38,82.48,169.86
1843,"36",88.68,87.3,175.98
1843,"37",89.89,90.37,180.26
1843,"38",91.01,91.66,182.67
1843,"39",92.04,91.19,183.23
1843,"40",92.89,89.56,182.45
1843,"41",93.2,89.25,182.45
1843,"42",92.85,90.87,183.72
1843,"43",91.85,94.42,186.27
1843,"44",90.2,99.89,190.09
1843,"45",88.12,106.64,194.76
1843,"46",86.39,112.04,198.43
1843,"47",85.23,115.42,200.65
1843,"48",84.64,116.78,201.42
1843,"49",84.61,116.12,200.73
1843,"50",85.11,113.81,198.92
1843,"51",86,111.33,197.33
1843,"52",87.25,109.01,196.26
1843,"53",88.84,106.9,195.74
1843,"54",90.8,104.96,195.76
1843,"55",93.3,103.8,197.1
1843,"56",97.08,105.83,202.91
1843,"57",102.33,111.63,213.96
1843,"58",109.05,121.2,230.25
1843,"59",117.24,134.54,251.78
1843,"60",126.39,149.97,276.36
1843,"61",134.42,160.64,295.06
1843,"62",140.82,164.86,305.68
1843,"63",145.61,162.62,308.23
1843,"64",148.76,153.92,302.68
1843,"65",150.68,140.77,291.45
1843,"66",152.88,131.16,284.04
1843,"67",155.74,127.07,282.81
1843,"68",159.26,128.51,287.77
1843,"69",163.45,135.49,298.94
1843,"70",167.85,146.38,314.23
1843,"71",170.67,154.64,325.31
1843,"72",171.44,158.66,330.1
1843,"73",170.18,158.41,328.59
1843,"74",166.87,153.92,320.79
1843,"75",161.93,146.01,307.94
1843,"76",156.97,138.03,295
1843,"77",152.41,130.83,283.24
1843,"78",148.24,124.4,272.64
1843,"79",144.46,118.73,263.19
1843,"80",140.55,113.39,253.94
1843,"81",134.41,106.54,240.95
1843,"82",125.55,97.75,223.3
1843,"83",113.93,87,200.93
1843,"84",99.57,74.32,173.89
1843,"85",83.29,60.34,143.63
1843,"86",68.36,47.73,116.09
1843,"87",55.62,37.16,92.78
1843,"88",45.06,28.63,73.69
1843,"89",36.67,22.14,58.81
1843,"90",30.19,17.46,47.65
1843,"91",24.58,13.67,38.25
1843,"92",19.59,10.54,30.13
1843,"93",15.21,8.07,23.28
1843,"94",11.43,6.27,17.7
1843,"95",8.26,5.03,13.29
1843,"96",5.67,4,9.67
1843,"97",3.64,3.09,6.73
1843,"98",2.17,2.29,4.46
1843,"99",1.27,1.6,2.87
1843,"100",0.84,1.02,1.86
1843,"101",0.55,0.58,1.13
1843,"102",0.34,0.27,0.61
1843,"103",0.18,0.09,0.27
1843,"104",0.08,0.04,0.12
1843,"105",0,0.09,0.09
1843,"106",0,0.17,0.17
1843,"107",0,0.21,0.21
1843,"108",0,0.25,0.25
1843,"109",0,0.28,0.28
1843,"110",0,1,1
1844,"0",3241,4115,7356
1844,"1",584.21,636.14,1220.35
1844,"2",397.8,442.86,840.66
1844,"3",235.61,237.29,472.9
1844,"4",145.39,123.72,269.11
1844,"5",124.91,107.91,232.82
1844,"6",117.57,108.63,226.2
1844,"7",109.22,105.58,214.8
1844,"8",99.84,98.75,198.59
1844,"9",89.45,88.14,177.59
1844,"10",78.68,75.03,153.71
1844,"11",70.1,64.54,134.64
1844,"12",64.36,57.92,122.28
1844,"13",61.46,55.18,116.64
