"Year","Age","Female","Male","Total"
2001,"4",3,8,11
2001,"5",2,6,8
2001,"6",6,6,12
2001,"7",3,7,10
2001,"8",2,3,5
2001,"9",2,4,6
2001,"10",2,1,3
2001,"11",2,6,8
2001,"12",5,6,11
2001,"13",3,9,12
2001,"14",5,9,14
2001,"15",6,6,12
2001,"16",3,5,8
2001,"17",7,19,26
2001,"18",8,30,38
2001,"19",8,27,35
2001,"20",7,34,41
2001,"21",6,30,36
2001,"22",9,24,33
2001,"23",13,28,41
2001,"24",10,34,44
2001,"25",10,47,57
2001,"26",7,44,51
2001,"27",10,31,41
2001,"28",15,40,55
2001,"29",23,34,57
2001,"30",24,41,65
2001,"31",20,45,65
2001,"32",30,43,73
2001,"33",21,50,71
2001,"34",24,53,77
2001,"35",23,59,82
2001,"36",25,43,68
2001,"37",37,57,94
2001,"38",42,72,114
2001,"39",47,57,104
2001,"40",43,75,118
2001,"41",56,74,130
2001,"42",56,89,145
2001,"43",58,90,148
2001,"44",73,133,206
2001,"45",65,130,195
2001,"46",95,129,224
2001,"47",101,147,248
2001,"48",107,161,268
2001,"49",115,183,298
2001,"50",135,180,315
2001,"51",138,229,367
2001,"52",147,244,391
2001,"53",193,274,467
2001,"54",191,311,502
2001,"55",205,311,516
2001,"56",197,317,514
2001,"57",203,314,517
2001,"58",214,309,523
2001,"59",232,334,566
2001,"60",234,355,589
2001,"61",274,350,624
2001,"62",294,393,687
2001,"63",322,416,738
2001,"64",330,448,778
2001,"65",327,487,814
2001,"66",396,486,882
2001,"67",447,573,1020
2001,"68",447,614,1061
2001,"69",471,604,1075
2001,"70",542,688,1230
2001,"71",518,695,1213
2001,"72",597,716,1313
2001,"73",621,848,1469
2001,"74",709,848,1557
2001,"75",731,879,1610
2001,"76",807,938,1745
2001,"77",878,972,1850
2001,"78",924,1019,1943
2001,"79",992,1027,2019
2001,"80",947,920,1867
2001,"81",989,936,1925
2001,"82",1035,909,1944
2001,"83",1082,887,1969
2001,"84",1102,868,1970
2001,"85",1146,872,2018
2001,"86",1136,808,1944
2001,"87",1116,719,1835
2001,"88",1158,611,1769
2001,"89",1085,589,1674
2001,"90",1023,480,1503
2001,"91",884,380,1264
2001,"92",808,302,1110
2001,"93",642,243,885
2001,"94",562,195,757
2001,"95",459,152,611
2001,"96",332,109,441
2001,"97",267,70,337
2001,"98",171,63,234
2001,"99",105,25,130
2001,"100",89,18,107
2001,"101",65,10,75
2001,"102",29,13,42
2001,"103",20,4,24
2001,"104",10,4,14
2001,"105",3,1,4
2001,"106",2,0,2
2001,"107",1,0,1
2001,"108",3,1,4
2001,"109",1,0,1
2001,"110",0,0,0
2002,"0",149,209,358
2002,"1",16,12,28
2002,"2",3,5,8
2002,"3",5,7,12
2002,"4",1,6,7
2002,"5",3,9,12
2002,"6",0,5,5
2002,"7",1,1,2
2002,"8",2,5,7
2002,"9",4,3,7
2002,"10",5,5,10
2002,"11",3,4,7
2002,"12",4,4,8
2002,"13",2,7,9
2002,"14",3,7,10
2002,"15",6,8,14
2002,"16",7,15,22
2002,"17",12,22,34
2002,"18",10,22,32
2002,"19",8,26,34
2002,"20",11,26,37
2002,"21",8,36,44
2002,"22",5,30,35
2002,"23",11,22,33
2002,"24",11,37,48
2002,"25",9,26,35
2002,"26",15,29,44
2002,"27",22,33,55
2002,"28",11,28,39
2002,"29",14,38,52
2002,"30",15,40,55
2002,"31",16,28,44
2002,"32",17,41,58
2002,"33",22,48,70
2002,"34",19,46,65
2002,"35",24,46,70
2002,"36",38,62,100
2002,"37",23,59,82
2002,"38",35,56,91
2002,"39",41,75,116
2002,"40",50,96,146
2002,"41",47,87,134
2002,"42",42,89,131
2002,"43",58,100,158
2002,"44",58,110,168
2002,"45",69,95,164
2002,"46",80,154,234
2002,"47",95,149,244
2002,"48",100,172,272
2002,"49",117,176,293
2002,"50",115,190,305
2002,"51",131,227,358
2002,"52",152,209,361
2002,"53",171,227,398
2002,"54",209,275,484
2002,"55",193,354,547
2002,"56",203,312,515
2002,"57",226,319,545
2002,"58",229,350,579
2002,"59",220,367,587
2002,"60",225,332,557
2002,"61",252,371,623
2002,"62",307,379,686
2002,"63",294,414,708
2002,"64",340,432,772
2002,"65",345,462,807
2002,"66",419,482,901
2002,"67",406,542,948
2002,"68",405,572,977
2002,"69",482,628,1110
2002,"70",510,632,1142
2002,"71",564,709,1273
2002,"72",566,767,1333
2002,"73",628,752,1380
2002,"74",668,762,1430
2002,"75",718,901,1619
2002,"76",792,872,1664
2002,"77",799,951,1750
2002,"78",892,1009,1901
2002,"79",935,1037,1972
2002,"80",1011,1004,2015
2002,"81",944,860,1804
2002,"82",1012,890,1902
2002,"83",1000,841,1841
2002,"84",1007,844,1851
2002,"85",1104,747,1851
2002,"86",1095,806,1901
2002,"87",1200,753,1953
2002,"88",1068,628,1696
2002,"89",1057,548,1605
2002,"90",979,488,1467
2002,"91",893,425,1318
2002,"92",780,291,1071
2002,"93",685,255,940
2002,"94",553,180,733
2002,"95",424,150,574
2002,"96",372,91,463
2002,"97",256,85,341
2002,"98",215,47,262
2002,"99",135,33,168
2002,"100",89,18,107
2002,"101",41,12,53
2002,"102",39,8,47
2002,"103",18,2,20
2002,"104",11,2,13
2002,"105",6,1,7
2002,"106",5,0,5
2002,"107",0,1,1
2002,"108",1,0,1
2002,"109",0,0,0
2002,"110",1,0,1
2003,"0",156,164,320
2003,"1",17,11,28
2003,"2",6,12,18
2003,"3",8,8,16
2003,"4",6,3,9
2003,"5",2,5,7
2003,"6",4,5,9
2003,"7",6,9,15
2003,"8",4,5,9
2003,"9",5,6,11
2003,"10",3,7,10
2003,"11",3,5,8
2003,"12",6,3,9
2003,"13",1,9,10
2003,"14",5,9,14
2003,"15",7,8,15
2003,"16",4,14,18
2003,"17",4,15,19
2003,"18",5,22,27
2003,"19",7,21,28
2003,"20",4,23,27
2003,"21",9,24,33
2003,"22",7,24,31
2003,"23",10,22,32
2003,"24",9,18,27
2003,"25",7,26,33
2003,"26",10,20,30
2003,"27",14,39,53
2003,"28",13,37,50
2003,"29",12,33,45
2003,"30",7,32,39
2003,"31",20,36,56
2003,"32",17,26,43
2003,"33",24,44,68
2003,"34",22,58,80
2003,"35",32,68,100
2003,"36",35,47,82
2003,"37",33,74,107
2003,"38",41,65,106
2003,"39",41,82,123
2003,"40",39,69,108
2003,"41",41,77,118
2003,"42",63,89,152
2003,"43",66,95,161
2003,"44",66,101,167
2003,"45",76,138,214
2003,"46",71,143,214
2003,"47",89,139,228
2003,"48",120,175,295
2003,"49",102,146,248
2003,"50",133,201,334
2003,"51",127,179,306
2003,"52",144,223,367
2003,"53",161,255,416
2003,"54",176,292,468
2003,"55",216,330,546
2003,"56",202,354,556
2003,"57",257,364,621
2003,"58",236,360,596
2003,"59",240,368,608
2003,"60",216,321,537
2003,"61",225,391,616
2003,"62",251,379,630
2003,"63",315,387,702
2003,"64",304,436,740
2003,"65",350,446,796
2003,"66",371,483,854
2003,"67",383,534,917
2003,"68",411,585,996
2003,"69",494,612,1106
2003,"70",471,645,1116
2003,"71",509,693,1202
2003,"72",557,703,1260
2003,"73",610,781,1391
2003,"74",644,773,1417
2003,"75",725,851,1576
2003,"76",768,851,1619
2003,"77",821,938,1759
2003,"78",920,962,1882
2003,"79",889,1030,1919
2003,"80",1003,1040,2043
2003,"81",1010,991,2001
2003,"82",955,920,1875
2003,"83",1079,863,1942
2003,"84",1040,855,1895
2003,"85",1084,788,1872
2003,"86",1139,723,1862
2003,"87",1108,749,1857
2003,"88",1135,636,1771
2003,"89",1065,626,1691
2003,"90",1041,510,1551
2003,"91",944,437,1381
2003,"92",887,316,1203
2003,"93",690,277,967
2003,"94",612,186,798
2003,"95",492,141,633
2003,"96",369,100,469
2003,"97",255,69,324
2003,"98",191,58,249
2003,"99",132,39,171
2003,"100",89,17,106
2003,"101",56,9,65
2003,"102",22,8,30
2003,"103",28,5,33
2003,"104",10,1,11
2003,"105",7,2,9
2003,"106",3,0,3
2003,"107",3,0,3
2003,"108",0,0,0
2003,"109",0,0,0
2003,"110",0,0,0
2004,"0",125,159,284
2004,"1",16,16,32
2004,"2",7,8,15
2004,"3",10,6,16
2004,"4",2,3,5
2004,"5",2,3,5
2004,"6",2,5,7
2004,"7",1,3,4
2004,"8",3,5,8
2004,"9",2,6,8
2004,"10",3,3,6
2004,"11",3,2,5
2004,"12",4,5,9
2004,"13",1,5,6
2004,"14",6,6,12
2004,"15",4,14,18
2004,"16",10,11,21
2004,"17",7,17,24
2004,"18",6,25,31
2004,"19",10,24,34
2004,"20",6,26,32
2004,"21",8,15,23
2004,"22",11,24,35
2004,"23",5,32,37
2004,"24",12,28,40
2004,"25",11,31,42
2004,"26",9,30,39
2004,"27",17,26,43
2004,"28",10,29,39
2004,"29",16,28,44
2004,"30",8,38,46
2004,"31",16,42,58
2004,"32",22,38,60
2004,"33",15,46,61
2004,"34",27,50,77
2004,"35",27,56,83
2004,"36",29,58,87
2004,"37",34,60,94
2004,"38",45,60,105
2004,"39",45,99,144
2004,"40",36,87,123
2004,"41",49,83,132
2004,"42",69,84,153
2004,"43",39,98,137
2004,"44",70,117,187
2004,"45",63,122,185
2004,"46",89,135,224
2004,"47",85,120,205
2004,"48",94,155,249
2004,"49",114,157,271
2004,"50",110,219,329
2004,"51",122,194,316
2004,"52",137,216,353
2004,"53",157,252,409
2004,"54",171,296,467
2004,"55",196,278,474
2004,"56",241,338,579
2004,"57",224,374,598
2004,"58",251,388,639
2004,"59",221,399,620
2004,"60",247,367,614
2004,"61",242,377,619
2004,"62",277,381,658
2004,"63",269,419,688
2004,"64",300,448,748
2004,"65",316,432,748
2004,"66",378,500,878
2004,"67",407,538,945
2004,"68",435,532,967
2004,"69",401,625,1026
2004,"70",488,601,1089
2004,"71",526,681,1207
2004,"72",567,654,1221
2004,"73",609,774,1383
2004,"74",623,790,1413
2004,"75",701,791,1492
2004,"76",781,899,1680
2004,"77",810,919,1729
2004,"78",857,896,1753
2004,"79",930,958,1888
2004,"80",977,932,1909
2004,"81",1073,997,2070
2004,"82",1104,1009,2113
2004,"83",1024,886,1910
2004,"84",1055,845,1900
2004,"85",1079,783,1862
2004,"86",1102,763,1865
2004,"87",1203,689,1892
2004,"88",1160,690,1850
2004,"89",1160,599,1759
2004,"90",1073,542,1615
2004,"91",885,431,1316
2004,"92",926,378,1304
2004,"93",717,263,980
2004,"94",647,216,863
2004,"95",482,143,625
2004,"96",383,121,504
2004,"97",310,72,382
2004,"98",234,53,287
2004,"99",135,33,168
2004,"100",104,16,120
2004,"101",75,8,83
2004,"102",31,8,39
2004,"103",19,3,22
2004,"104",19,3,22
2004,"105",9,1,10
2004,"106",2,1,3
2004,"107",1,0,1
2004,"108",0,0,0
2004,"109",1,0,1
2004,"110",0,0,0
2005,"0",121,165,286
2005,"1",7,14,21
2005,"2",8,15,23
2005,"3",5,4,9
2005,"4",5,9,14
2005,"5",2,3,5
2005,"6",3,6,9
2005,"7",3,4,7
2005,"8",5,1,6
2005,"9",2,5,7
2005,"10",3,7,10
2005,"11",4,6,10
2005,"12",4,5,9
2005,"13",4,2,6
2005,"14",4,9,13
2005,"15",8,5,13
2005,"16",3,9,12
2005,"17",4,18,22
2005,"18",2,21,23
2005,"19",3,23,26
2005,"20",7,17,24
2005,"21",9,13,22
2005,"22",12,23,35
2005,"23",8,23,31
2005,"24",11,33,44
2005,"25",11,26,37
2005,"26",10,22,32
2005,"27",10,32,42
2005,"28",10,23,33
2005,"29",15,32,47
2005,"30",15,34,49
2005,"31",20,37,57
2005,"32",22,29,51
2005,"33",14,45,59
2005,"34",20,37,57
2005,"35",31,55,86
2005,"36",25,68,93
2005,"37",28,54,82
2005,"38",38,55,93
2005,"39",30,72,102
2005,"40",33,78,111
2005,"41",41,86,127
2005,"42",61,83,144
2005,"43",47,93,140
2005,"44",52,121,173
2005,"45",79,132,211
2005,"46",74,132,206
2005,"47",67,139,206
2005,"48",112,164,276
2005,"49",133,182,315
2005,"50",127,198,325
2005,"51",98,203,301
2005,"52",133,216,349
2005,"53",156,232,388
2005,"54",161,248,409
2005,"55",190,273,463
2005,"56",232,318,550
2005,"57",222,391,613
2005,"58",261,436,697
2005,"59",225,390,615
2005,"60",265,388,653
2005,"61",262,389,651
2005,"62",256,414,670
2005,"63",268,453,721
2005,"64",270,446,716
2005,"65",329,463,792
2005,"66",298,459,757
2005,"67",369,515,884
2005,"68",401,578,979
2005,"69",461,572,1033
2005,"70",460,584,1044
2005,"71",520,612,1132
2005,"72",556,684,1240
2005,"73",594,753,1347
2005,"74",630,757,1387
2005,"75",648,796,1444
2005,"76",711,842,1553
2005,"77",744,887,1631
2005,"78",828,956,1784
2005,"79",841,929,1770
2005,"80",949,913,1862
2005,"81",1014,927,1941
2005,"82",1084,976,2060
2005,"83",1151,1017,2168
2005,"84",1037,784,1821
2005,"85",1086,818,1904
2005,"86",1012,755,1767
2005,"87",1132,674,1806
2005,"88",1070,627,1697
2005,"89",1065,656,1721
2005,"90",1098,546,1644
2005,"91",935,470,1405
2005,"92",901,358,1259
2005,"93",736,289,1025
2005,"94",604,227,831
2005,"95",485,151,636
2005,"96",373,108,481
2005,"97",284,80,364
2005,"98",234,41,275
2005,"99",152,28,180
2005,"100",113,17,130
2005,"101",57,12,69
2005,"102",42,9,51
2005,"103",24,6,30
2005,"104",11,4,15
2005,"105",8,0,8
2005,"106",3,0,3
2005,"107",4,0,4
2005,"108",1,0,1
2005,"109",2,0,2
2005,"110",0,0,0
2006,"0",130,153,283
2006,"1",17,10,27
2006,"2",8,5,13
2006,"3",3,7,10
2006,"4",6,5,11
2006,"5",3,3,6
2006,"6",4,1,5
2006,"7",2,6,8
2006,"8",2,3,5
2006,"9",3,7,10
2006,"10",1,4,5
2006,"11",2,8,10
2006,"12",4,8,12
2006,"13",4,9,13
2006,"14",4,8,12
2006,"15",5,8,13
2006,"16",7,14,21
2006,"17",2,9,11
2006,"18",9,27,36
2006,"19",9,15,24
2006,"20",11,20,31
2006,"21",8,25,33
2006,"22",3,18,21
2006,"23",9,24,33
2006,"24",15,28,43
2006,"25",12,25,37
2006,"26",5,18,23
2006,"27",9,25,34
2006,"28",5,33,38
2006,"29",16,23,39
2006,"30",12,34,46
2006,"31",11,37,48
2006,"32",14,40,54
2006,"33",20,49,69
2006,"34",21,40,61
2006,"35",15,46,61
2006,"36",34,48,82
2006,"37",29,76,105
2006,"38",29,84,113
2006,"39",45,63,108
2006,"40",43,79,122
2006,"41",48,82,130
2006,"42",42,85,127
2006,"43",57,100,157
2006,"44",63,108,171
2006,"45",82,123,205
2006,"46",64,111,175
2006,"47",79,142,221
2006,"48",93,157,250
2006,"49",110,165,275
2006,"50",99,178,277
2006,"51",126,206,332
2006,"52",135,223,358
2006,"53",136,232,368
2006,"54",179,260,439
2006,"55",177,273,450
2006,"56",195,312,507
2006,"57",210,340,550
2006,"58",225,390,615
2006,"59",276,390,666
2006,"60",282,457,739
2006,"61",266,424,690
2006,"62",253,411,664
2006,"63",271,451,722
2006,"64",294,446,740
2006,"65",314,462,776
2006,"66",321,470,791
2006,"67",367,475,842
2006,"68",355,547,902
2006,"69",430,537,967
2006,"70",446,584,1030
2006,"71",474,639,1113
2006,"72",532,642,1174
2006,"73",568,702,1270
2006,"74",592,686,1278
2006,"75",587,787,1374
2006,"76",701,783,1484
2006,"77",707,853,1560
2006,"78",800,858,1658
2006,"79",826,921,1747
2006,"80",893,940,1833
2006,"81",919,943,1862
2006,"82",999,922,1921
2006,"83",1096,895,1991
2006,"84",1105,898,2003
2006,"85",977,742,1719
2006,"86",1003,755,1758
2006,"87",1027,698,1725
2006,"88",1006,625,1631
2006,"89",998,566,1564
2006,"90",946,519,1465
2006,"91",942,456,1398
2006,"92",885,362,1247
2006,"93",696,282,978
2006,"94",632,225,857
2006,"95",514,162,676
2006,"96",410,122,532
2006,"97",289,80,369
2006,"98",212,51,263
2006,"99",143,40,183
2006,"100",83,25,108
2006,"101",73,16,89
2006,"102",53,7,60
2006,"103",17,5,22
2006,"104",11,2,13
2006,"105",3,2,5
2006,"106",3,0,3
2006,"107",1,0,1
2006,"108",0,0,0
2006,"109",0,0,0
2006,"110",0,0,0
2007,"0",113,167,280
2007,"1",8,9,17
2007,"2",4,3,7
2007,"3",5,9,14
2007,"4",5,7,12
2007,"5",2,3,5
2007,"6",1,3,4
2007,"7",2,3,5
2007,"8",3,6,9
2007,"9",1,6,7
2007,"10",1,3,4
2007,"11",1,3,4
2007,"12",2,5,7
2007,"13",4,2,6
2007,"14",4,5,9
2007,"15",4,8,12
2007,"16",4,16,20
2007,"17",8,15,23
2007,"18",9,26,35
2007,"19",7,19,26
2007,"20",8,20,28
2007,"21",5,18,23
2007,"22",2,16,18
2007,"23",7,16,23
2007,"24",3,24,27
2007,"25",13,23,36
2007,"26",8,29,37
2007,"27",7,29,36
2007,"28",8,30,38
2007,"29",19,32,51
2007,"30",13,28,41
2007,"31",11,28,39
2007,"32",16,36,52
2007,"33",14,35,49
2007,"34",15,37,52
2007,"35",29,32,61
2007,"36",18,41,59
2007,"37",26,43,69
2007,"38",32,56,88
2007,"39",36,55,91
2007,"40",37,83,120
2007,"41",37,79,116
2007,"42",47,58,105
2007,"43",51,81,132
2007,"44",58,101,159
2007,"45",72,110,182
2007,"46",77,120,197
2007,"47",79,109,188
2007,"48",75,160,235
2007,"49",110,166,276
2007,"50",95,178,273
2007,"51",120,204,324
2007,"52",143,208,351
2007,"53",159,238,397
2007,"54",168,215,383
2007,"55",183,259,442
2007,"56",152,285,437
2007,"57",195,294,489
2007,"58",220,364,584
2007,"59",277,417,694
2007,"60",304,413,717
2007,"61",287,441,728
2007,"62",320,430,750
2007,"63",277,429,706
2007,"64",265,413,678
2007,"65",286,453,739
2007,"66",301,500,801
2007,"67",361,525,886
2007,"68",377,518,895
2007,"69",395,561,956
2007,"70",440,526,966
2007,"71",486,559,1045
2007,"72",468,625,1093
2007,"73",539,675,1214
2007,"74",583,738,1321
2007,"75",653,726,1379
2007,"76",629,757,1386
2007,"77",702,836,1538
2007,"78",740,846,1586
2007,"79",827,858,1685
2007,"80",872,897,1769
2007,"81",908,933,1841
2007,"82",943,871,1814
2007,"83",1052,896,1948
2007,"84",1122,882,2004
2007,"85",1063,915,1978
2007,"86",993,755,1748
2007,"87",1029,647,1676
2007,"88",1026,596,1622
2007,"89",983,561,1544
2007,"90",980,480,1460
2007,"91",941,405,1346
2007,"92",841,371,1212
2007,"93",753,303,1056
2007,"94",624,230,854
2007,"95",523,204,727
2007,"96",474,118,592
2007,"97",296,87,383
2007,"98",221,65,286
2007,"99",172,40,212
2007,"100",116,16,132
2007,"101",68,19,87
2007,"102",35,7,42
2007,"103",25,2,27
2007,"104",13,0,13
2007,"105",7,0,7
2007,"106",0,0,0
2007,"107",1,1,2
2007,"108",3,0,3
2007,"109",0,0,0
2007,"110",0,0,0
2008,"0",110,141,251
2008,"1",4,13,17
2008,"2",4,4,8
2008,"3",5,4,9
2008,"4",2,3,5
2008,"5",3,5,8
2008,"6",3,1,4
2008,"7",3,7,10
2008,"8",3,4,7
2008,"9",2,3,5
2008,"10",4,4,8
2008,"11",2,6,8
2008,"12",2,2,4
2008,"13",3,7,10
2008,"14",4,7,11
2008,"15",7,7,14
2008,"16",7,10,17
2008,"17",12,17,29
2008,"18",6,20,26
2008,"19",4,21,25
2008,"20",3,25,28
2008,"21",6,28,34
2008,"22",8,23,31
2008,"23",4,19,23
2008,"24",6,23,29
2008,"25",8,17,25
2008,"26",10,29,39
2008,"27",3,19,22
2008,"28",10,21,31
2008,"29",14,19,33
2008,"30",12,26,38
2008,"31",11,35,46
2008,"32",13,35,48
2008,"33",11,33,44
2008,"34",19,39,58
2008,"35",23,36,59
2008,"36",22,49,71
2008,"37",19,49,68
2008,"38",33,54,87
2008,"39",33,75,108
2008,"40",43,75,118
2008,"41",43,91,134
2008,"42",54,98,152
2008,"43",53,79,132
2008,"44",69,103,172
2008,"45",58,106,164
2008,"46",59,123,182
2008,"47",74,123,197
2008,"48",89,149,238
2008,"49",79,167,246
2008,"50",98,194,292
2008,"51",114,181,295
2008,"52",156,257,413
2008,"53",135,230,365
2008,"54",154,255,409
2008,"55",147,253,400
2008,"56",181,302,483
2008,"57",214,302,516
2008,"58",240,331,571
2008,"59",257,445,702
2008,"60",273,461,734
2008,"61",319,474,793
2008,"62",347,521,868
2008,"63",277,470,747
2008,"64",287,490,777
2008,"65",285,450,735
2008,"66",370,499,869
2008,"67",346,487,833
2008,"68",387,519,906
2008,"69",416,548,964
2008,"70",439,599,1038
2008,"71",462,606,1068
2008,"72",467,643,1110
2008,"73",542,698,1240
2008,"74",578,687,1265
2008,"75",618,768,1386
2008,"76",638,751,1389
2008,"77",702,832,1534
2008,"78",740,865,1605
2008,"79",862,818,1680
2008,"80",829,901,1730
2008,"81",927,865,1792
2008,"82",979,870,1849
2008,"83",987,882,1869
2008,"84",1027,841,1868
2008,"85",1163,817,1980
2008,"86",1152,837,1989
2008,"87",968,647,1615
2008,"88",1039,601,1640
2008,"89",1071,564,1635
2008,"90",909,492,1401
2008,"91",922,436,1358
2008,"92",857,396,1253
2008,"93",707,303,1010
2008,"94",669,229,898
2008,"95",511,169,680
2008,"96",413,149,562
2008,"97",345,85,430
2008,"98",222,64,286
2008,"99",166,40,206
2008,"100",125,26,151
2008,"101",66,7,73
2008,"102",52,8,60
2008,"103",25,7,32
2008,"104",17,2,19
2008,"105",6,0,6
2008,"106",6,1,7
2008,"107",2,1,3
2008,"108",1,0,1
2008,"109",0,0,0
2008,"110",0,0,0
2009,"0",106,150,256
2009,"1",10,13,23
2009,"2",8,6,14
2009,"3",1,4,5
2009,"4",4,6,10
2009,"5",2,1,3
2009,"6",4,7,11
2009,"7",3,3,6
2009,"8",2,4,6
2009,"9",1,1,2
2009,"10",3,2,5
2009,"11",4,3,7
2009,"12",0,2,2
2009,"13",1,4,5
2009,"14",8,11,19
2009,"15",7,7,14
2009,"16",7,17,24
2009,"17",6,19,25
2009,"18",9,23,32
2009,"19",5,16,21
2009,"20",5,19,24
2009,"21",4,30,34
2009,"22",7,20,27
2009,"23",6,20,26
2009,"24",8,16,24
2009,"25",10,18,28
2009,"26",6,20,26
2009,"27",9,19,28
2009,"28",12,30,42
2009,"29",16,29,45
2009,"30",4,23,27
2009,"31",14,36,50
2009,"32",14,34,48
2009,"33",14,32,46
2009,"34",19,38,57
2009,"35",31,32,63
2009,"36",14,49,63
2009,"37",18,43,61
2009,"38",24,47,71
2009,"39",31,68,99
2009,"40",37,61,98
2009,"41",36,88,124
2009,"42",51,103,154
2009,"43",54,99,153
2009,"44",62,107,169
2009,"45",65,114,179
2009,"46",79,124,203
2009,"47",93,106,199
2009,"48",98,129,227
2009,"49",88,188,276
2009,"50",101,190,291
2009,"51",125,204,329
2009,"52",136,241,377
2009,"53",158,234,392
2009,"54",151,271,422
2009,"55",161,246,407
2009,"56",199,312,511
2009,"57",190,302,492
2009,"58",216,356,572
2009,"59",233,368,601
2009,"60",283,417,700
2009,"61",325,506,831
2009,"62",320,515,835
2009,"63",345,487,832
2009,"64",316,494,810
2009,"65",349,498,847
2009,"66",326,494,820
2009,"67",313,473,786
2009,"68",363,528,891
2009,"69",387,561,948
2009,"70",444,574,1018
2009,"71",485,613,1098
2009,"72",510,636,1146
2009,"73",529,643,1172
2009,"74",501,682,1183
2009,"75",608,743,1351
2009,"76",657,733,1390
2009,"77",653,749,1402
2009,"78",729,829,1558
2009,"79",772,825,1597
2009,"80",825,823,1648
2009,"81",967,858,1825
2009,"82",1031,877,1908
2009,"83",1002,895,1897
2009,"84",1026,865,1891
2009,"85",1154,827,1981
2009,"86",1159,798,1957
2009,"87",1201,767,1968
2009,"88",1051,634,1685
2009,"89",1040,559,1599
2009,"90",939,508,1447
2009,"91",937,393,1330
2009,"92",850,374,1224
2009,"93",746,300,1046
2009,"94",615,240,855
2009,"95",547,187,734
2009,"96",438,122,560
2009,"97",315,85,400
2009,"98",243,70,313
2009,"99",170,52,222
2009,"100",122,16,138
2009,"101",69,11,80
2009,"102",52,7,59
2009,"103",25,7,32
2009,"104",16,1,17
2009,"105",8,1,9
2009,"106",5,1,6
2009,"107",0,0,0
2009,"108",1,1,2
2009,"109",0,0,0
2009,"110",0,1,1
2010,"0",115,147,262
2010,"1",8,11,19
2010,"2",3,10,13
2010,"3",1,8,9
2010,"4",0,3,3
2010,"5",2,4,6
2010,"6",0,0,0
2010,"7",3,6,9
2010,"8",5,4,9
2010,"9",1,2,3
2010,"10",2,4,6
2010,"11",5,2,7
2010,"12",3,2,5
2010,"13",3,12,15
2010,"14",3,5,8
2010,"15",3,1,4
2010,"16",7,11,18
2010,"17",4,11,15
2010,"18",5,30,35
2010,"19",11,25,36
2010,"20",4,23,27
2010,"21",5,24,29
2010,"22",3,27,30
2010,"23",6,30,36
2010,"24",9,33,42
2010,"25",7,10,17
2010,"26",7,23,30
2010,"27",7,19,26
2010,"28",10,26,36
2010,"29",8,24,32
2010,"30",18,22,40
2010,"31",14,34,48
2010,"32",18,22,40
2010,"33",13,48,61
2010,"34",16,37,53
2010,"35",22,37,59
2010,"36",32,52,84
2010,"37",26,39,65
2010,"38",29,29,58
2010,"39",35,59,94
2010,"40",42,57,99
2010,"41",45,75,120
2010,"42",50,86,136
2010,"43",48,89,137
2010,"44",63,92,155
2010,"45",48,103,151
2010,"46",63,113,176
2010,"47",100,114,214
2010,"48",71,143,214
2010,"49",90,175,265
2010,"50",106,172,278
2010,"51",120,181,301
2010,"52",124,204,328
2010,"53",139,214,353
2010,"54",143,239,382
2010,"55",170,248,418
2010,"56",178,271,449
2010,"57",178,252,430
2010,"58",216,321,537
2010,"59",221,326,547
2010,"60",269,415,684
2010,"61",269,456,725
2010,"62",325,513,838
2010,"63",346,516,862
2010,"64",325,536,861
2010,"65",356,562,918
2010,"66",354,537,891
2010,"67",345,510,855
2010,"68",360,578,938
2010,"69",400,510,910
2010,"70",392,582,974
2010,"71",451,642,1093
2010,"72",517,628,1145
2010,"73",490,643,1133
2010,"74",518,655,1173
2010,"75",611,663,1274
2010,"76",624,720,1344
2010,"77",699,787,1486
2010,"78",676,803,1479
2010,"79",748,814,1562
2010,"80",804,847,1651
2010,"81",886,838,1724
2010,"82",882,866,1748
2010,"83",960,865,1825
2010,"84",967,844,1811
2010,"85",1030,788,1818
2010,"86",1047,800,1847
2010,"87",1138,721,1859
2010,"88",1071,665,1736
2010,"89",988,602,1590
2010,"90",964,525,1489
2010,"91",884,463,1347
2010,"92",808,400,1208
2010,"93",755,300,1055
2010,"94",687,276,963
2010,"95",555,202,757
2010,"96",434,152,586
2010,"97",355,89,444
2010,"98",274,59,333
2010,"99",177,34,211
2010,"100",111,16,127
2010,"101",85,19,104
2010,"102",40,10,50
2010,"103",37,5,42
2010,"104",16,2,18
2010,"105",12,2,14
2010,"106",6,0,6
2010,"107",3,0,3
2010,"108",1,0,1
2010,"109",0,0,0
2010,"110",0,0,0
2011,"0",90,103,193
2011,"1",11,9,20
2011,"2",10,2,12
2011,"3",5,1,6
2011,"4",2,4,6
2011,"5",2,1,3
2011,"6",5,3,8
2011,"7",4,3,7
2011,"8",2,2,4
2011,"9",1,1,2
2011,"10",2,1,3
2011,"11",3,3,6
2011,"12",1,6,7
2011,"13",3,3,6
2011,"14",3,4,7
2011,"15",4,5,9
2011,"16",4,14,18
2011,"17",8,14,22
2011,"18",12,20,32
2011,"19",6,15,21
2011,"20",4,15,19
2011,"21",8,13,21
2011,"22",7,26,33
2011,"23",13,21,34
2011,"24",2,18,20
2011,"25",9,27,36
2011,"26",11,23,34
2011,"27",10,25,35
2011,"28",9,22,31
2011,"29",13,21,34
2011,"30",14,27,41
2011,"31",16,24,40
